student_id,iso_week,logins,submissions,forum_posts,minutes_on_platform
100034,10,3,0,0,83
100034,11,5,0,0,135
100034,12,4,1,0,121
100034,13,2,1,0,89
100034,14,3,0,1,97
100035,1,5,1,0,168
100035,2,3,0,0,94
100035,3,3,0,0,80
100035,4,2,0,1,62
100035,5,1,0,0,27
100035,6,2,0,1,52
100035,7,2,1,0,37
100035,8,3,0,0,75
100035,9,2,0,0,36
100035,10,3,0,1,76
100035,11,1,1,0,28
100035,12,1,1,0,23
100035,13,1,1,0,33
100035,14,1,1,1,0
100036,1,3,0,0,87
100036,2,2,1,0,71
100036,3,4,2,0,86
100036,4,2,1,1,31
100036,5,3,0,0,69
100036,6,3,0,2,57
100036,7,6,0,1,166
100036,8,6,1,0,178
100036,9,2,0,0,44
100036,10,2,1,0,73
100036,11,3,0,0,75
100036,12,3,0,1,58
100036,13,7,2,2,180
100036,14,3,0,1,77
100037,1,4,1,0,119
100037,2,8,0,1,207
100037,3,5,1,0,111
100037,4,3,1,0,53
100037,5,6,0,0,156
100037,6,6,1,0,128
100037,7,1,0,1,23
100037,8,9,1,0,217
100037,9,7,2,2,176
100037,10,6,0,1,168
100037,11,7,0,0,175
100037,12,8,2,0,213
100037,13,6,0,1,105
100037,14,4,0,1,101
100038,1,2,0,0,44
100038,2,3,1,0,51
100038,3,2,0,0,23
100038,4,2,0,0,40
100038,5,2,0,0,50
100038,6,1,0,0,25
100038,7,2,0,0,28
100038,8,3,0,0,107
100038,9,3,0,0,95
100038,10,2,0,0,50
100038,11,3,1,0,61
100038,12,5,1,0,155
100038,13,3,1,1,74
100038,14,4,0,0,102
100039,1,3,0,0,94
100039,2,3,1,0,76
100039,3,6,1,0,163
100039,4,4,1,0,123
100039,5,1,0,0,10
100039,6,3,0,0,59
100039,7,1,0,0,20
100039,8,1,1,0,27
100039,9,1,0,0,14
100039,10,1,1,1,35
100039,11,1,0,0,49
100039,12,3,0,0,84
100039,13,3,0,0,99
100039,14,3,0,0,107
100040,1,3,1,1,45
100040,2,1,0,1,16
100040,3,1,1,0,25
100040,4,3,0,0,39
100040,5,2,1,2,65
100040,6,7,0,0,170
100040,7,3,0,0,71
100040,8,3,0,1,97
100040,9,3,0,0,78
100040,10,5,0,1,144
100040,11,2,0,1,56
100040,12,3,0,2,74
100040,13,3,0,0,78
100040,14,5,0,1,115
100041,1,6,0,2,156
100041,2,4,1,2,111
100041,3,2,0,0,40
100041,4,4,1,0,121
100041,5,7,0,1,167
100041,6,4,0,1,120
100041,7,1,0,0,19
100041,8,3,0,0,82
100041,9,3,0,0,84
100041,10,3,1,0,93
100041,11,3,1,3,103
100041,12,4,0,3,92
100041,13,4,1,0,103
100041,14,9,0,0,223
100042,1,3,1,0,120
100042,2,7,1,0,188
100042,3,7,2,2,210
100042,4,5,0,0,122
100042,5,5,0,0,126
100042,6,7,0,1,199
100042,7,6,1,1,147
100042,8,4,0,0,106
100042,9,4,0,2,117
100042,10,6,1,1,133
100042,11,2,1,2,54
100042,12,3,0,1,50
100042,13,3,0,0,60
100042,14,4,1,0,110
100043,1,2,0,0,45
100043,2,2,0,1,27
100043,3,4,0,0,153
100043,4,3,1,0,92
100043,5,3,0,0,82
100043,6,3,0,0,73
100043,7,2,0,1,35
100043,8,1,0,1,25
100043,9,0,0,0,0
100043,10,2,0,0,29
100043,11,1,0,0,27
100043,12,1,1,0,12
100043,13,1,1,0,16
100043,14,2,1,0,47
100044,1,4,2,0,79
100044,2,5,0,0,142
100044,3,9,0,0,261
100044,4,6,1,2,158
100044,5,4,1,2,111
100044,6,4,1,0,101
100044,7,6,1,0,183
100044,8,7,1,0,148
100044,9,6,1,1,172
100044,10,7,1,2,188
100044,11,6,1,2,129
100044,12,10,0,3,242
100044,13,10,1,0,276
100044,14,7,1,1,198
100045,1,6,0,0,145
100045,2,2,0,0,57
100045,3,1,0,0,9
100045,4,4,0,0,126
100045,5,1,0,0,60
100045,6,0,0,0,0
100045,7,1,0,0,2
100045,8,3,0,0,58
100045,9,0,0,0,0
100045,10,3,0,0,57
100045,11,0,0,0,11
100045,12,1,0,0,5
100045,13,3,0,0,76
100045,14,2,0,0,40
100046,1,1,0,0,28
100046,2,2,0,0,47
100046,3,1,0,0,0
100046,4,2,0,0,80
100046,5,1,0,0,20
100046,6,0,0,0,4
100046,7,0,0,0,0
100046,8,0,0,0,36
100046,9,0,0,0,0
100046,10,0,0,0,0
100046,11,0,0,0,4
100046,12,0,0,0,16
100046,13,0,0,0,9
100046,14,0,0,0,29
100047,1,3,0,0,80
100047,2,1,0,1,10
100047,3,3,1,1,46
100047,4,1,0,1,0
100047,5,3,0,0,73
100047,6,4,0,0,104
100047,7,2,0,1,49
100047,8,1,0,0,37
100047,9,1,1,0,29
100047,10,0,1,0,14
100047,11,3,0,1,112
100047,12,1,0,0,11
100047,13,5,0,0,115
100047,14,2,0,0,36
100048,1,5,0,0,127
100048,2,3,0,0,70
100048,3,0,0,0,12
100048,4,1,0,0,0
100048,5,1,1,0,7
100048,6,2,0,1,52
100048,7,0,0,0,30
100048,8,1,0,0,7
100048,9,0,0,0,22
100048,10,0,0,0,17
100048,11,1,0,0,0
100048,12,0,0,0,0
100048,13,0,0,0,0
100048,14,0,0,0,0
100049,1,2,1,0,68
100049,2,3,0,0,63
100049,3,3,0,2,65
100049,4,5,1,0,117
100049,5,2,0,0,81
100049,6,2,0,0,53
100049,7,2,1,0,53
100049,8,2,0,0,44
100049,9,2,0,0,50
100049,10,0,1,0,0
100049,11,3,0,0,89
100049,12,1,0,0,19
100049,13,1,1,0,18
100049,14,6,0,0,130
100050,1,6,1,0,166
100050,2,11,0,1,277
100050,3,4,0,2,90
100050,4,9,0,0,208
100050,5,5,1,1,159
100050,6,3,1,1,75
100050,7,5,0,1,133
100050,8,5,0,0,134
100050,9,5,1,1,135
100050,10,2,1,0,54
100050,11,3,0,1,58
100050,12,3,1,1,71
100050,13,8,1,1,201
100050,14,7,1,2,201
100051,1,3,0,3,65
100051,2,3,0,1,64
100051,3,6,0,0,165
100051,4,5,0,1,128
100051,5,5,1,0,137
100051,6,5,1,1,133
100051,7,7,0,0,177
100051,8,2,0,0,61
100051,9,6,1,1,166
100051,10,4,1,2,108
100051,11,1,0,1,26
100051,12,5,1,2,147
100051,13,1,1,0,23
100051,14,3,0,0,69
100052,1,1,1,2,34
100052,2,3,1,0,71
100052,3,4,0,1,117
100052,4,2,0,0,49
100052,5,4,1,1,120
100052,6,4,0,1,108
100052,7,3,0,0,63
100052,8,4,1,0,101
100052,9,3,0,0,82
100052,10,2,0,1,42
100052,11,6,0,0,151
100052,12,4,0,0,83
100052,13,7,1,1,195
100052,14,4,0,1,88
100053,1,3,0,3,75
100053,2,10,0,0,251
100053,3,6,1,2,142
100053,4,10,1,1,241
100053,5,2,1,0,44
100053,6,14,0,0,403
100053,7,7,0,2,166
100053,8,9,0,0,222
100053,9,5,1,1,137
100053,10,5,1,2,130
100053,11,9,2,0,230
100053,12,6,1,1,179
100053,13,12,1,0,330
100053,14,6,1,0,151
100054,1,5,0,1,118
100054,2,3,0,0,92
100054,3,2,0,0,57
100054,4,8,0,0,185
100054,5,2,0,1,49
100054,6,3,0,0,100
100054,7,1,0,0,0
100054,8,4,0,0,82
100054,9,2,0,1,53
100054,10,3,0,1,87
100054,11,3,0,0,71
100054,12,1,0,0,55
100054,13,3,1,0,83
100054,14,1,0,0,21
100055,1,3,1,0,60
100055,2,9,0,0,239
100055,3,6,0,0,173
100055,4,6,0,2,193
100055,5,2,2,1,79
100055,6,7,1,1,216
100055,7,7,0,1,187
100055,8,4,1,0,139
100055,9,8,1,2,209
100055,10,6,1,1,171
100055,11,8,1,1,197
100055,12,5,1,0,150
100055,13,3,1,3,80
100055,14,7,0,0,174
100056,1,3,0,0,46
100056,2,4,1,1,102
100056,3,4,1,0,138
100056,4,1,1,0,7
100056,5,0,0,0,0
100056,6,5,0,0,106
100056,7,3,0,1,115
100056,8,1,0,0,82
100056,9,6,0,0,163
100056,10,2,1,0,52
100056,11,5,0,0,131
100056,12,5,1,0,118
100056,13,2,1,0,63
100056,14,0,1,0,0
100057,1,5,0,0,149
100057,2,0,0,0,0
100057,3,1,0,0,5
100057,4,3,0,0,57
100057,5,1,0,0,0
100057,6,6,0,0,136
100057,7,3,0,0,91
100057,8,1,0,0,30
100057,9,2,0,0,51
100057,10,0,0,0,0
100057,11,0,0,0,1
100057,12,1,0,0,22
100057,13,1,0,1,31
100057,14,0,0,0,12
100058,1,5,0,0,122
100058,2,7,1,1,169
100058,3,4,0,0,106
100058,4,8,0,2,176
100058,5,6,1,1,160
100058,6,6,0,0,139
100058,7,6,1,0,145
100058,8,6,1,1,141
100058,9,2,0,0,18
100058,10,4,0,0,100
100058,11,7,0,0,203
100058,12,10,0,0,263
100058,13,2,1,2,67
100058,14,5,1,0,110
100059,1,0,0,0,1
100059,2,6,0,1,167
100059,3,3,1,0,55
100059,4,4,2,1,111
100059,5,4,0,1,109
100059,6,1,0,0,38
100059,7,3,0,1,83
100059,8,3,0,0,59
100059,9,2,1,0,36
100059,10,3,0,1,82
100059,11,5,0,0,120
100059,12,1,0,1,25
100059,13,4,1,1,114
100059,14,3,0,0,62
100060,1,5,2,0,134
100060,2,10,0,1,252
100060,3,9,2,2,249
100060,4,6,0,0,143
100060,5,10,1,0,247
100060,6,12,1,1,301
100060,7,7,0,0,205
100060,8,7,0,1,189
100060,9,4,1,1,117
100060,10,6,2,1,146
100060,11,8,0,1,230
100060,12,4,2,0,107
100060,13,2,1,2,7
100060,14,4,1,1,110
100061,1,2,0,1,72
100061,2,5,0,1,133
100061,3,6,0,1,137
100061,4,6,0,0,152
100061,5,7,1,1,198
100061,6,8,0,1,251
100061,7,4,0,0,122
100061,8,4,1,0,95
100062,1,4,0,0,81
100062,2,5,0,0,131
100062,3,2,0,0,76
100062,4,0,0,0,5
100062,5,3,0,0,84
100062,6,6,0,0,148
100062,7,3,0,0,68
100062,8,1,0,0,0
100062,9,4,0,0,124
100062,10,1,0,0,23
100062,11,2,0,0,16
100062,12,1,0,0,0
100062,13,2,0,0,27
100062,14,1,0,0,21
100063,1,5,1,0,118
100063,2,8,0,0,222
100063,3,11,0,1,291
100063,4,8,0,0,184
100063,5,4,1,0,99
100063,6,4,1,2,119
100063,7,6,1,0,137
100063,8,6,1,3,184
100063,9,7,1,0,179
100063,10,8,2,1,187
100063,11,9,1,2,233
100063,12,10,0,1,271
100063,13,3,0,1,65
100063,14,3,0,2,65
100064,1,2,0,0,58
100064,2,3,0,1,80
100064,3,3,1,0,76
100064,4,2,1,0,50
100064,5,3,0,0,98
100064,6,4,0,1,111
100064,7,3,0,0,60
100064,8,3,0,0,111
100064,9,3,0,0,66
100064,10,2,0,0,36
100064,11,2,0,0,41
100064,12,2,0,0,44
100064,13,1,0,1,16
100064,14,1,0,0,10
100065,1,2,0,1,32
100065,2,6,2,2,132
100065,3,5,1,1,137
100065,4,5,0,1,113
100065,5,9,1,2,207
100065,6,3,0,0,80
100065,7,6,1,1,198
100065,8,10,0,1,276
100065,9,5,0,0,122
100065,10,5,0,1,105
100065,11,6,1,1,151
100065,12,9,0,0,230
100065,13,5,1,0,134
100065,14,8,0,0,233
100066,1,7,0,1,180
100066,2,6,1,1,177
100066,3,4,0,0,107
100066,4,10,0,1,215
100066,5,13,1,1,350
100066,6,9,1,0,253
100066,7,11,0,0,257
100066,8,4,1,2,109
100066,9,7,1,0,194
100066,10,6,0,0,165
100066,11,10,1,0,272
100066,12,8,0,1,190
100066,13,4,1,0,104
100066,14,7,1,0,158
100067,1,3,0,0,65
100067,2,1,0,0,32
100067,3,1,0,0,48
100067,4,2,0,0,71
100067,5,1,0,0,36
100067,6,1,0,0,24
100067,7,0,0,0,47
100067,8,1,0,0,59
100067,9,0,0,0,0
100067,10,0,0,1,0
100067,11,0,0,0,0
100067,12,1,0,0,34
100067,13,0,0,0,19
100067,14,0,0,0,10
100068,1,12,2,3,304
100068,2,8,1,2,204
100068,3,6,2,1,151
100068,4,14,1,0,356
100068,5,15,1,0,403
100068,6,10,1,2,255
100068,7,8,2,0,232
100068,8,8,1,0,221
100068,9,15,1,0,397
100068,10,12,2,0,307
100068,11,11,2,3,262
100068,12,8,1,2,233
100068,13,11,2,2,273
100068,14,6,2,0,179
100069,1,0,0,0,0
100069,2,2,0,0,42
100069,3,2,0,0,52
100069,4,0,0,0,0
100069,5,1,0,0,4
100069,6,1,0,0,0
100069,7,4,0,0,92
100069,8,2,0,1,40
100069,9,0,0,0,27
100069,10,1,0,0,41
100069,11,1,0,0,43
100069,12,0,0,0,20
100069,13,0,0,0,20
100069,14,0,0,0,11
100070,1,2,1,0,27
100070,2,7,0,0,166
100070,3,3,0,0,84
100070,4,9,0,0,239
100070,5,6,0,0,132
100070,6,6,1,1,168
100070,7,7,0,3,186
100070,8,14,0,2,395
100070,9,4,0,2,95
100070,10,7,1,0,173
100070,11,10,1,1,263
100070,12,6,0,1,168
100070,13,2,1,1,59
100070,14,6,1,1,138
100071,1,8,0,2,161
100071,2,12,1,3,292
100071,3,16,2,2,423
100071,4,11,2,1,293
100071,5,11,1,1,281
100071,6,16,1,0,445
100071,7,10,1,1,239
100071,8,12,1,0,302
100071,9,16,1,0,429
100071,10,8,2,1,186
100071,11,13,1,3,337
100071,12,7,2,3,178
100071,13,11,0,3,285
100071,14,6,2,0,178
100072,1,1,0,1,19
100072,2,3,1,2,69
100072,3,0,0,0,15
100072,4,2,0,1,31
100072,5,5,0,1,127
100072,6,3,1,1,85
100072,7,6,1,0,137
100072,8,5,0,0,145
100072,9,3,0,1,58
100072,10,3,0,0,69
100072,11,3,1,0,92
100072,12,7,1,1,176
100072,13,6,0,1,176
100072,14,4,1,0,72
100073,1,5,1,0,128
100073,2,3,0,0,80
100073,3,3,0,1,54
100073,4,11,1,0,318
100073,5,6,0,0,154
100073,6,6,0,0,146
100073,7,5,0,0,136
100073,8,4,0,0,122
100073,9,10,0,0,226
100073,10,6,1,1,125
100073,11,8,1,0,179
100073,12,6,1,0,161
100073,13,5,1,2,145
100073,14,6,1,1,136
100074,1,3,0,0,63
100074,2,4,0,0,130
100074,3,1,1,0,53
100074,4,5,1,0,135
100074,5,6,0,0,179
100074,6,6,0,2,177
100074,7,1,1,0,22
100074,8,6,0,0,147
100074,9,3,1,2,68
100074,10,5,1,0,127
100074,11,2,1,0,36
100074,12,5,0,0,147
100074,13,2,0,0,47
100074,14,7,0,2,216
100075,1,0,0,1,0
100075,2,4,0,0,55
100075,3,1,1,1,0
100075,4,4,0,0,95
100075,5,2,0,0,50
100075,6,2,0,1,59
100075,7,3,1,0,63
100075,8,0,0,0,16
100075,9,3,1,0,65
100075,10,2,0,0,62
100075,11,3,0,0,62
100075,12,1,0,1,57
100075,13,1,0,0,9
100075,14,0,0,1,40
100076,1,1,1,0,4
100076,2,5,0,1,143
100076,3,5,0,0,118
100076,4,4,0,2,86
100076,5,3,0,1,55
100076,6,6,0,1,164
100076,7,8,0,2,245
100076,8,6,0,1,167
100076,9,1,1,0,45
100076,10,1,0,2,41
100076,11,4,0,0,113
100076,12,1,0,0,29
100076,13,5,0,0,127
100077,1,6,1,0,169
100077,2,4,1,2,111
100077,3,6,1,0,155
100077,4,6,0,1,152
100077,5,7,0,0,186
100077,6,1,0,0,21
100077,7,5,1,0,142
100077,8,6,0,0,117
100077,9,3,1,0,91
100077,10,5,0,1,150
100077,11,7,0,1,184
100077,12,7,0,0,202
100077,13,3,0,1,110
100077,14,4,0,1,65
100078,1,3,0,0,63
100078,2,0,0,0,0
100078,3,5,0,0,135
100078,4,0,0,0,3
100078,5,3,0,0,100
100078,6,2,0,0,59
100078,7,4,0,0,101
100078,8,1,0,0,47
100078,9,2,0,0,60
100078,10,2,0,1,53
100078,11,1,0,0,23
100078,12,1,0,0,18
100078,13,0,0,0,0
100078,14,1,2,0,44
100079,1,2,0,0,55
100079,2,1,0,0,24
100079,3,3,0,0,66
100079,4,3,0,1,88
100079,5,0,0,0,9
100079,6,2,0,0,60
