student_id,course_code,term,final_grade,passed
100043,DS100,2024-T3,67.5,True
100044,EC101,2026-T3,74.4,True
100044,EC102,2026-T3,70.9,True
100044,DS100,2026-T3,65.4,True
100045,EC101,2026-T3,41.0,False
100045,EC102,2026-T3,56.2,True
100045,MA110,2026-T3,44.6,False
100045,DS100,2026-T3,62.4,True
100046,BI101,2025-T3,57.2,True
100046,BI102,2025-T3,36.0,False
100046,CH110,2025-T3,39.5,False
100046,DS100,2025-T3,59.3,True
100047,CS101,2026-T3,58.8,True
100047,CS102,2026-T3,55.1,True
100047,MA110,2026-T3,42.5,False
100047,DS100,2026-T3,66.8,True
100048,CS101,2026-T3,64.2,True
100048,CS102,2026-T3,50.5,True
100048,MA110,2026-T3,27.6,False
100048,DS100,2026-T3,50.5,True
100049,CS101,2025-T3,75.1,True
100049,CS102,2025-T3,56.4,True
100049,MA110,2025-T3,35.2,False
100049,DS100,2025-T3,62.9,True
100050,BI101,2024-T3,66.0,True
100050,BI102,2024-T3,63.7,True
100050,CH110,2024-T3,37.4,False
100050,DS100,2024-T3,60.0,True
100051,PS101,2025-T3,62.5,True
100051,PS102,2025-T3,64.7,True
100051,DS100,2025-T3,85.3,True
100052,CS101,2025-T3,65.5,True
100052,CS102,2025-T3,70.2,True
100052,MA110,2025-T3,39.4,False
100052,DS100,2025-T3,46.1,False
100053,PS101,2024-T3,87.3,True
100053,PS102,2024-T3,94.5,True
100053,ST110,2024-T3,43.0,False
100053,DS100,2024-T3,61.1,True
100054,EC101,2025-T3,58.2,True
100054,EC102,2025-T3,42.1,False
100054,MA110,2025-T3,44.2,False
100054,DS100,2025-T3,58.3,True
100055,BI101,2025-T3,68.0,True
100055,BI102,2025-T3,55.6,True
100055,DS100,2025-T3,64.0,True
100056,BI101,2025-T3,45.6,False
100056,BI102,2025-T3,56.5,True
100056,DS100,2025-T3,55.3,True
100057,CS101,2024-T3,66.8,True
100057,CS102,2024-T3,69.7,True
100057,MA110,2024-T3,24.5,False
100057,DS100,2024-T3,45.1,False
100058,CS101,2025-T3,64.3,True
100058,CS102,2025-T3,63.5,True
100058,DS100,2025-T3,68.7,True
100059,PS101,2026-T3,74.9,True
100059,PS102,2026-T3,61.1,True
100059,ST110,2026-T3,52.5,True
100059,DS100,2026-T3,67.9,True
100060,PS101,2026-T3,86.7,True
100060,PS102,2026-T3,77.0,True
100060,ST110,2026-T3,53.0,True
100060,DS100,2026-T3,80.9,True
100061,EC101,2024-T3,51.1,True
100061,EC102,2024-T3,60.7,True
100061,MA110,2024-T3,34.0,False
100061,DS100,2024-T3,48.5,False
100062,BI101,2024-T3,64.4,True
100062,BI102,2024-T3,54.8,True
100062,CH110,2024-T3,50.8,True
100062,DS100,2024-T3,47.5,False
100063,PS101,2026-T3,66.3,True
100063,PS102,2026-T3,58.7,True
100063,ST110,2026-T3,42.7,False
100063,DS100,2026-T3,57.2,True
100064,CS101,2024-T3,62.8,True
100064,CS102,2024-T3,60.8,True
100064,MA110,2024-T3,40.3,False
100064,DS100,2024-T3,58.5,True
100065,CS101,2024-T3,67.9,True
100065,CS102,2024-T3,75.2,True
100065,MA110,2024-T3,51.9,True
100065,DS100,2024-T3,85.1,True
100066,CS101,2026-T3,78.6,True
100066,CS102,2026-T3,60.4,True
100066,MA110,2026-T3,46.0,False
100066,DS100,2026-T3,53.6,True
100067,PS101,2024-T3,77.7,True
100067,PS102,2024-T3,42.7,False
100067,ST110,2024-T3,40.8,False
100067,DS100,2024-T3,71.1,True
100068,CS101,2024-T3,79.1,True
100068,CS102,2024-T3,67.6,True
100068,MA110,2024-T3,47.8,False
100068,DS100,2024-T3,97.3,True
100069,EC101,2026-T3,71.9,True
100069,EC102,2026-T3,50.3,True
100069,MA110,2026-T3,33.4,False
100069,DS100,2026-T3,65.1,True
100070,BI101,2025-T3,60.5,True
100070,BI102,2025-T3,67.3,True
100070,CH110,2025-T3,46.4,False
100070,DS100,2025-T3,65.1,True
100071,BI101,2026-T3,76.3,True
100071,BI102,2026-T3,77.8,True
100071,DS100,2026-T3,82.2,True
100072,EC101,2024-T3,73.7,True
100072,EC102,2024-T3,70.6,True
100072,MA110,2024-T3,57.8,True
100072,DS100,2024-T3,67.8,True
100073,PS101,2025-T3,63.4,True
100073,PS102,2025-T3,63.1,True
100073,ST110,2025-T3,27.1,False
100073,DS100,2025-T3,64.8,True
100074,PS101,2025-T3,49.7,False
100074,PS102,2025-T3,64.5,True
100074,ST110,2025-T3,36.8,False
100074,DS100,2025-T3,79.8,True
100075,EC101,2025-T3,69.5,True
100075,EC102,2025-T3,60.0,True
100075,MA110,2025-T3,40.4,False
100075,DS100,2025-T3,55.1,True
100076,PS101,2025-T3,45.5,False
100076,PS102,2025-T3,53.8,True
100076,ST110,2025-T3,24.5,False
100076,DS100,2025-T3,61.9,True
100077,PS101,2025-T3,70.4,True
100077,PS102,2025-T3,49.0,False
100077,ST110,2025-T3,43.5,False
100077,DS100,2025-T3,63.6,True
100078,CS101,2026-T3,45.0,False
100078,CS102,2026-T3,50.0,True
100078,MA110,2026-T3,36.7,False
100078,DS100,2026-T3,43.5,False
100079,CS101,2024-T3,59.0,True
100079,CS102,2024-T3,57.1,True
100079,MA110,2024-T3,35.8,False
100079,DS100,2024-T3,65.5,True
100080,BI101,2024-T3,34.0,False
100080,BI102,2024-T3,46.2,False
100080,CH110,2024-T3,38.7,False
100080,DS100,2024-T3,68.8,True
100081,EC101,2025-T3,69.0,True
100081,EC102,2025-T3,45.5,False
100081,MA110,2025-T3,48.2,False
100081,DS100,2025-T3,54.5,True
100082,BI101,2025-T3,61.9,True
100082,BI102,2025-T3,76.5,True
100082,CH110,2025-T3,40.9,False
100082,DS100,2025-T3,57.3,True
100083,BI101,2026-T3,64.5,True
100083,BI102,2026-T3,62.1,True
100083,CH110,2026-T3,38.9,False
100083,DS100,2026-T3,66.8,True
100084,BI101,2026-T3,68.1,True
100084,BI102,2026-T3,46.0,False
100084,CH110,2026-T3,61.7,True
100084,DS100,2026-T3,73.7,True
100085,BI101,2026-T3,49.8,False
100085,BI102,2026-T3,46.6,False
100085,CH110,2026-T3,34.6,False
100085,DS100,2026-T3,35.2,False
100086,BI101,2026-T3,73.2,True
100086,BI102,2026-T3,70.0,True
100086,CH110,2026-T3,49.1,False
100086,DS100,2026-T3,77.6,True
100087,EC101,2025-T3,85.5,True
100087,EC102,2025-T3,48.8,False
100087,MA110,2025-T3,49.8,False
100087,DS100,2025-T3,63.7,True
100088,PS101,2026-T3,77.4,True
100088,PS102,2026-T3,64.0,True
100088,ST110,2026-T3,45.1,False
100088,DS100,2026-T3,64.9,True
100089,BI101,2026-T3,47.5,False
100089,BI102,2026-T3,58.3,True
100089,CH110,2026-T3,38.9,False
100089,DS100,2026-T3,64.7,True
100090,CS101,2026-T3,69.5,True
100090,CS102,2026-T3,49.5,False
100090,MA110,2026-T3,45.3,False
100090,DS100,2026-T3,65.9,True
100091,PS101,2024-T3,54.3,True
100091,PS102,2024-T3,70.5,True
100091,ST110,2024-T3,31.8,False
100091,DS100,2024-T3,52.7,True
100092,BI101,2025-T3,62.1,True
100092,BI102,2025-T3,54.0,True
100092,CH110,2025-T3,37.5,False
100092,DS100,2025-T3,66.3,True
100093,EC101,2025-T3,75.3,True
100093,EC102,2025-T3,85.8,True
100093,MA110,2025-T3,60.7,True
100093,DS100,2025-T3,63.9,True
100094,BI101,2024-T3,74.2,True
100094,BI102,2024-T3,64.8,True
100094,CH110,2024-T3,45.2,False
100094,DS100,2024-T3,85.5,True
100095,BI101,2024-T3,84.7,True
100095,BI102,2024-T3,71.7,True
100095,CH110,2024-T3,29.8,False
100095,DS100,2024-T3,59.3,True
100096,EC101,2024-T3,70.8,True
100096,EC102,2024-T3,48.3,False
100096,MA110,2024-T3,52.9,True
100096,DS100,2024-T3,61.6,True
100097,CS101,2024-T3,52.5,True
100097,CS102,2024-T3,69.6,True
100097,MA110,2024-T3,48.8,False
100097,DS100,2024-T3,67.9,True
100098,PS101,2026-T3,70.6,True
100098,PS102,2026-T3,67.5,True
100098,ST110,2026-T3,35.9,False
100098,DS100,2026-T3,53.6,True
100099,PS101,2024-T3,77.6,True
100099,PS102,2024-T3,62.9,True
100099,ST110,2024-T3,36.4,False
100099,DS100,2024-T3,63.2,True
100100,CS101,2025-T3,64.9,True
100100,CS102,2025-T3,62.7,True
100100,MA110,2025-T3,46.5,False
100100,DS100,2025-T3,72.6,True
100101,CS101,2026-T3,74.9,True
100101,CS102,2026-T3,61.3,True
100101,MA110,2026-T3,40.6,False
100101,DS100,2026-T3,61.4,True
100102,PS101,2025-T3,55.6,True
100102,PS102,2025-T3,50.2,True
100102,ST110,2025-T3,49.5,False
100102,DS100,2025-T3,58.9,True
100103,EC101,2025-T3,60.0,True
100103,EC102,2025-T3,52.7,True
100103,MA110,2025-T3,39.3,False
100103,DS100,2025-T3,48.2,False
100104,EC101,2025-T3,57.5,True
100104,EC102,2025-T3,74.3,True
100104,MA110,2025-T3,42.5,False
100104,DS100,2025-T3,59.9,True
100105,PS101,2024-T3,89.0,True
100105,PS102,2024-T3,84.2,True
100105,ST110,2024-T3,62.3,True
100105,DS100,2024-T3,80.1,True
100106,CS101,2026-T3,76.2,True
100106,CS102,2026-T3,72.6,True
100106,MA110,2026-T3,57.0,True
100106,DS100,2026-T3,73.2,True
100107,CS101,2026-T3,65.2,True
100107,CS102,2026-T3,50.7,True
100107,MA110,2026-T3,52.8,True
100107,DS100,2026-T3,52.2,True
100108,BI101,2026-T3,56.2,True
100108,BI102,2026-T3,54.7,True
100108,CH110,2026-T3,20.9,False
100108,DS100,2026-T3,60.4,True
100109,BI101,2026-T3,57.5,True
100109,BI102,2026-T3,69.3,True
100109,CH110,2026-T3,59.3,True
100109,DS100,2026-T3,60.0,True
100110,BI101,2024-T3,73.1,True
100110,BI102,2024-T3,77.0,True
100110,CH110,2024-T3,32.7,False
100110,DS100,2024-T3,62.9,True
100111,EC101,2026-T3,75.7,True
100111,EC102,2026-T3,62.0,True
100111,MA110,2026-T3,57.0,True
100111,DS100,2026-T3,65.4,True
100112,PS101,2026-T3,89.2,True
100112,PS102,2026-T3,66.0,True
100112,ST110,2026-T3,38.7,False
100112,DS100,2026-T3,61.5,True
100113,CS101,2026-T3,68.9,True
100113,CS102,2026-T3,83.3,True
100113,MA110,2026-T3,54.6,True
100113,DS100,2026-T3,82.2,True
100114,BI101,2026-T3,65.8,True
100114,BI102,2026-T3,66.8,True
100114,CH110,2026-T3,42.7,False
100114,DS100,2026-T3,40.5,False
100115,PS101,2025-T3,77.9,True
100115,PS102,2025-T3,79.8,True
100115,ST110,2025-T3,25.4,False
100115,DS100,2025-T3,58.0,True
100116,EC101,2026-T3,73.0,True
100116,EC102,2026-T3,59.3,True
100116,MA110,2026-T3,48.9,False
100116,DS100,2026-T3,73.9,True
100117,CS101,2024-T3,60.3,True
100117,CS102,2024-T3,62.0,True
100117,MA110,2024-T3,28.1,False
100117,DS100,2024-T3,50.1,True
100118,BI101,2025-T3,67.8,True
100118,BI102,2025-T3,49.5,False
100118,CH110,2025-T3,35.9,False
100118,DS100,2025-T3,64.8,True
100119,PS101,2026-T3,69.2,True
100119,PS102,2026-T3,55.8,True
100119,ST110,2026-T3,42.3,False
100119,DS100,2026-T3,57.5,True
100120,CS101,2026-T3,62.9,True
100120,CS102,2026-T3,73.0,True
100120,MA110,2026-T3,49.7,False
100120,DS100,2026-T3,97.5,True
100121,PS101,2026-T3,73.8,True
100121,PS102,2026-T3,76.6,True
100121,ST110,2026-T3,67.4,True
100121,DS100,2026-T3,82.7,True
100122,BI101,2025-T3,58.3,True
100122,BI102,2025-T3,51.8,True
100122,CH110,2025-T3,29.4,False
100122,DS100,2025-T3,64.3,True
100123,PS101,2026-T3,71.1,True
100123,PS102,2026-T3,57.8,True
100123,DS100,2026-T3,63.1,True
100124,CS101,2025-T3,57.3,True
100124,CS102,2025-T3,68.3,True
100124,MA110,2025-T3,39.4,False
100124,DS100,2025-T3,61.2,True
100125,BI101,2024-T3,68.8,True
100125,BI102,2024-T3,75.6,True
100125,CH110,2024-T3,31.4,False
100125,DS100,2024-T3,66.9,True
100126,BI101,2024-T3,74.1,True
100126,BI102,2024-T3,51.1,True
100126,CH110,2024-T3,56.3,True
100126,DS100,2024-T3,69.3,True
100127,CS101,2025-T3,55.7,True
100127,CS102,2025-T3,50.3,True
100127,MA110,2025-T3,48.7,False
100127,DS100,2025-T3,70.2,True
100128,BI101,2026-T3,65.8,True
100128,BI102,2026-T3,44.7,False
100128,CH110,2026-T3,28.1,False
100128,DS100,2026-T3,48.0,False
100129,CS101,2024-T3,53.8,True
100129,CS102,2024-T3,53.2,True
100129,MA110,2024-T3,45.9,False
100129,DS100,2024-T3,60.0,True
100130,BI101,2024-T3,62.1,True
100130,BI102,2024-T3,51.7,True
100130,DS100,2024-T3,39.3,False
100131,EC101,2024-T3,68.6,True
100131,EC102,2024-T3,62.8,True
100131,MA110,2024-T3,43.8,False
100131,DS100,2024-T3,63.9,True
100132,EC101,2024-T3,55.8,True
100132,EC102,2024-T3,68.5,True
100132,MA110,2024-T3,40.1,False
100132,DS100,2024-T3,54.6,True
100133,EC101,2025-T3,55.6,True
100133,EC102,2025-T3,60.4,True
100133,MA110,2025-T3,52.6,True
100133,DS100,2025-T3,65.5,True
100134,CS101,2026-T3,69.7,True
100134,CS102,2026-T3,80.8,True
100134,MA110,2026-T3,56.2,True
100134,DS100,2026-T3,89.4,True
100135,EC101,2024-T3,60.5,True
100135,EC102,2024-T3,49.7,False
100135,MA110,2024-T3,56.4,True
100135,DS100,2024-T3,66.4,True
100136,CS101,2026-T3,57.3,True
100136,CS102,2026-T3,61.7,True
100136,DS100,2026-T3,72.5,True
100137,CS101,2025-T3,80.5,True
100137,CS102,2025-T3,78.1,True
100137,MA110,2025-T3,49.7,False
100137,DS100,2025-T3,63.5,True
100138,CS101,2025-T3,55.8,True
100138,CS102,2025-T3,43.8,False
100138,MA110,2025-T3,29.7,False
100138,DS100,2025-T3,74.5,True
100139,CS101,2024-T3,61.3,True
100139,CS102,2024-T3,50.1,True
100139,MA110,2024-T3,41.6,False
100139,DS100,2024-T3,55.6,True
100140,EC101,2026-T3,67.8,True
100140,EC102,2026-T3,69.7,True
100140,MA110,2026-T3,50.6,True
100140,DS100,2026-T3,71.6,True
100141,PS101,2026-T3,73.6,True
100141,PS102,2026-T3,77.5,True
100141,ST110,2026-T3,46.1,False
100141,DS100,2026-T3,61.9,True
100142,BI101,2025-T3,80.0,True
100142,BI102,2025-T3,81.9,True
100142,CH110,2025-T3,62.0,True
100142,DS100,2025-T3,60.9,True
100143,EC101,2024-T3,59.9,True
100143,EC102,2024-T3,64.7,True
100143,MA110,2024-T3,41.8,False
100143,DS100,2024-T3,67.4,True
100144,CS101,2025-T3,80.4,True
100144,CS102,2025-T3,52.5,True
100144,MA110,2025-T3,57.2,True
100144,DS100,2025-T3,54.1,True
100145,CS101,2024-T3,60.4,True
100145,CS102,2024-T3,83.1,True
100145,MA110,2024-T3,54.2,True
100145,DS100,2024-T3,77.5,True
100146,PS101,2025-T3,62.4,True
100146,PS102,2025-T3,58.1,True
100146,DS100,2025-T3,40.4,False
100147,CS101,2025-T3,63.4,True
100147,CS102,2025-T3,72.9,True
100147,MA110,2025-T3,35.5,False
100147,DS100,2025-T3,54.6,True
100148,CS101,2025-T3,71.1,True
100148,CS102,2025-T3,90.6,True
100148,MA110,2025-T3,50.1,True
100148,DS100,2025-T3,65.0,True
100149,EC101,2024-T3,81.2,True
100149,EC102,2024-T3,63.2,True
100149,MA110,2024-T3,48.2,False
100149,DS100,2024-T3,75.9,True
100150,PS101,2024-T3,67.7,True
100150,PS102,2024-T3,75.5,True
100150,ST110,2024-T3,44.0,False
100150,DS100,2024-T3,53.6,True
100151,PS101,2024-T3,47.2,False
100151,PS102,2024-T3,60.5,True
100151,ST110,2024-T3,35.0,False
100151,DS100,2024-T3,72.6,True
100152,BI101,2024-T3,52.6,True
100152,BI102,2024-T3,46.1,False
100152,CH110,2024-T3,32.2,False
100152,DS100,2024-T3,73.3,True
100153,CS101,2024-T3,73.3,True
100153,CS102,2024-T3,68.3,True
100153,MA110,2024-T3,32.4,False
100153,DS100,2024-T3,64.1,True
100154,BI101,2025-T3,69.6,True
100154,BI102,2025-T3,55.9,True
100154,DS100,2025-T3,53.8,True
100155,EC101,2025-T3,66.6,True
100155,EC102,2025-T3,55.9,True
100155,MA110,2025-T3,36.6,False
100155,DS100,2025-T3,45.6,False
100156,CS101,2024-T3,71.7,True
100156,CS102,2024-T3,73.3,True
100156,MA110,2024-T3,39.5,False
100156,DS100,2024-T3,61.0,True
100157,BI101,2026-T3,73.2,True
100157,BI102,2026-T3,60.2,True
100157,CH110,2026-T3,31.9,False
100157,DS100,2026-T3,57.4,True
100158,BI101,2024-T3,56.4,True
100158,BI102,2024-T3,63.1,True
100158,CH110,2024-T3,53.6,True
100158,DS100,2024-T3,59.9,True
100159,EC101,2024-T3,56.3,True
100159,EC102,2024-T3,61.5,True
100159,MA110,2024-T3,29.6,False
100159,DS100,2024-T3,75.3,True
100160,PS101,2024-T3,60.5,True
100160,PS102,2024-T3,72.3,True
100160,ST110,2024-T3,41.7,False
100160,DS100,2024-T3,79.8,True
100161,CS101,2026-T3,73.0,True
100161,CS102,2026-T3,61.7,True
100161,MA110,2026-T3,48.2,False
100161,DS100,2026-T3,57.1,True
100162,CS101,2025-T3,74.8,True
100162,CS102,2025-T3,51.9,True
100162,MA110,2025-T3,37.1,False
100162,DS100,2025-T3,52.1,True
100163,EC101,2024-T3,64.7,True
100163,EC102,2024-T3,67.2,True
100163,MA110,2024-T3,41.7,False
100163,DS100,2024-T3,63.3,True
100164,CS101,2026-T3,83.5,True
100164,CS102,2026-T3,78.4,True
100164,MA110,2026-T3,55.5,True
100164,DS100,2026-T3,79.9,True
100165,CS101,2025-T3,80.0,True
100165,CS102,2025-T3,86.5,True
100165,MA110,2025-T3,57.7,True
100165,DS100,2025-T3,79.8,True
100166,BI101,2024-T3,58.1,True
100166,BI102,2024-T3,61.5,True
100166,CH110,2024-T3,25.9,False
100166,DS100,2024-T3,52.9,True
100167,EC101,2026-T3,61.5,True
100167,EC102,2026-T3,46.2,False
100167,MA110,2026-T3,54.3,True
100167,DS100,2026-T3,66.6,True
100168,CS101,2025-T3,55.3,True
100168,CS102,2025-T3,54.9,True
100168,MA110,2025-T3,27.4,False
100168,DS100,2025-T3,71.9,True
100169,PS101,2026-T3,59.6,True
100169,PS102,2026-T3,64.9,True
100169,ST110,2026-T3,44.9,False
100169,DS100,2026-T3,65.2,True
100170,BI101,2024-T3,67.2,True
100170,BI102,2024-T3,58.5,True
100170,CH110,2024-T3,38.6,False
100170,DS100,2024-T3,68.5,True
100171,CS101,2025-T3,49.5,False
100171,CS102,2025-T3,55.5,True
100171,MA110,2025-T3,41.5,False
100171,DS100,2025-T3,63.7,True
100172,BI101,2024-T3,78.6,True
100172,BI102,2024-T3,65.0,True
100172,DS100,2024-T3,49.1,False
100173,EC101,2025-T3,57.3,True
100173,EC102,2025-T3,50.0,True
100173,MA110,2025-T3,28.9,False
100173,DS100,2025-T3,58.6,True
100174,EC101,2026-T3,83.1,True
100174,EC102,2026-T3,71.6,True
100174,MA110,2026-T3,61.7,True
100174,DS100,2026-T3,71.5,True
100175,EC101,2024-T3,66.4,True
100175,EC102,2024-T3,65.0,True
100175,DS100,2024-T3,53.9,True
100176,CS101,2026-T3,70.0,True
100176,CS102,2026-T3,62.7,True
100176,MA110,2026-T3,29.0,False
100176,DS100,2026-T3,65.6,True
100177,CS101,2026-T3,51.4,True
100177,CS102,2026-T3,43.3,False
100177,MA110,2026-T3,23.6,False
100177,DS100,2026-T3,51.2,True
100178,EC101,2026-T3,67.4,True
100178,EC102,2026-T3,57.2,True
100178,MA110,2026-T3,54.1,True
100178,DS100,2026-T3,63.3,True
100179,BI101,2025-T3,77.2,True
100179,BI102,2025-T3,63.6,True
100179,CH110,2025-T3,48.6,False
100179,DS100,2025-T3,61.4,True
100180,CS101,2026-T3,62.0,True
100180,CS102,2026-T3,49.0,False
100180,DS100,2026-T3,51.7,True
100181,EC101,2024-T3,63.9,True
100181,EC102,2024-T3,69.2,True
100181,DS100,2024-T3,66.1,True
100182,EC101,2026-T3,62.9,True
100182,EC102,2026-T3,74.6,True
100182,MA110,2026-T3,32.2,False
100182,DS100,2026-T3,62.8,True
100183,CS101,2026-T3,74.0,True
100183,CS102,2026-T3,71.9,True
100183,MA110,2026-T3,52.1,True
100183,DS100,2026-T3,73.2,True
100184,BI101,2025-T3,52.7,True
100184,BI102,2025-T3,63.3,True
100184,CH110,2025-T3,40.0,False
100184,DS100,2025-T3,60.1,True
100185,EC101,2025-T3,48.9,False
100185,EC102,2025-T3,52.4,True
100185,DS100,2025-T3,50.3,True
100186,PS101,2026-T3,53.3,True
100186,PS102,2026-T3,48.4,False
100186,ST110,2026-T3,45.6,False
100186,DS100,2026-T3,59.6,True
100187,CS101,2025-T3,72.4,True
100187,CS102,2025-T3,58.1,True
100187,MA110,2025-T3,39.5,False
100187,DS100,2025-T3,73.9,True
100188,CS101,2025-T3,52.8,True
100188,CS102,2025-T3,59.7,True
100188,MA110,2025-T3,32.9,False
100188,DS100,2025-T3,59.6,True
100189,CS101,2024-T3,54.2,True
100189,CS102,2024-T3,56.0,True
100189,MA110,2024-T3,41.3,False
