student_id,programme,entry_cohort,entry_score,study_mode,age_at_entry,first_generation
100197,Biology,2024,58.3,Full-time,17,True
100198,Computer Science,2026,74.7,Full-time,17,True
100199,Biology,2025,67.1,Full-time,22,False
100200,Biology,2025,71.0,Full-time,17,False
100201,Computer Science,2024,74.5,Full-time,19,False
100202,Economics,2024,46.3,Full-time,22,False
100203,Computer Science,2026,71.3,Full-time,18,True
100204,Computer Science,2026,85.4,Full-time,21,False
100205,Economics,2024,78.4,Full-time,24,True
100206,Computer Science,2026,61.5,Full-time,18,False
100207,Computer Science,2025,72.9,Full-time,20,True
100208,Psychology,2026,78.0,Full-time,18,True
100209,Economics,2026,56.1,Part-time,26,False
100210,Psychology,2025,48.5,Full-time,19,False
100211,Biology,2025,67.8,Full-time,21,False
100212,Biology,2024,73.6,Full-time,20,False
100213,Psychology,2025,79.4,Full-time,22,True
100214,Economics,2024,78.2,Full-time,20,False
100215,Economics,2026,52.9,Full-time,22,False
100216,Biology,2026,57.6,Full-time,21,False
100217,Biology,2026,60.7,Full-time,20,False
100218,Computer Science,2025,72.9,Part-time,31,True
100219,Computer Science,2026,62.1,Full-time,21,True
100220,Biology,2024,42.8,Full-time,21,False
100221,Psychology,2024,72.1,Full-time,18,False
100222,Biology,2024,67.9,Full-time,20,True
100223,Biology,2025,48.3,Full-time,22,True
100224,Psychology,2025,60.8,Full-time,19,True
100225,Biology,2025,75.3,Full-time,22,False
100226,Computer Science,2025,77.0,Full-time,18,False
100227,Economics,2024,62.7,Full-time,23,True
100228,Psychology,2026,67.4,Full-time,20,True
100229,Computer Science,2024,84.4,Part-time,20,False
100230,Computer Science,2024,80.0,Full-time,23,False
100231,Biology,2025,68.2,Part-time,26,False
100232,Biology,2026,56.8,Full-time,21,False
100233,Biology,2025,60.1,Full-time,19,False
100234,Economics,2025,60.9,Full-time,22,True
100235,Biology,2025,77.7,Full-time,21,False
100236,Biology,2026,81.0,Full-time,18,False
100237,Psychology,2025,63.9,Full-time,17,False
100238,Computer Science,2024,86.1,Full-time,20,False
100239,Biology,2026,56.9,Full-time,18,False
100240,Psychology,2026,76.6,Full-time,22,False
100241,Computer Science,2025,65.4,Part-time,27,False
100242,Computer Science,2025,74.9,Full-time,21,False
100243,Economics,2025,69.4,Full-time,20,False
100244,Computer Science,2025,73.5,Full-time,20,False
100245,Biology,2025,73.0,Full-time,19,False
100246,Biology,2024,72.2,Full-time,18,True
100247,Economics,2026,51.0,Full-time,19,False
100248,Economics,2026,55.7,Full-time,18,False
100249,Computer Science,2025,74.7,Part-time,23,True
100250,Psychology,2026,73.5,Full-time,19,True
100251,Economics,2024,70.6,Full-time,17,False
100252,Computer Science,2026,65.5,Full-time,19,True
100253,Computer Science,2025,58.5,Full-time,20,False
100254,Economics,2024,50.2,Part-time,25,False
100255,Psychology,2026,71.5,Full-time,18,True
100256,Economics,2025,63.1,Full-time,19,False
100257,Computer Science,2025,67.6,Part-time,20,False
100258,Computer Science,2025,75.0,Full-time,22,False
100259,Biology,2024,68.8,Full-time,19,True
100260,Computer Science,2025,72.9,Full-time,20,True
100261,Computer Science,2025,63.7,Full-time,19,True
100262,Biology,2025,64.8,Full-time,17,False
100263,Computer Science,2025,67.9,Full-time,19,True
100264,Computer Science,2024,72.9,Full-time,21,False
100265,Psychology,2025,67.8,Full-time,18,False
100266,Psychology,2024,35.0,Full-time,19,False
100267,Computer Science,2025,78.2,Full-time,22,True
100268,Biology,2024,58.1,Full-time,19,False
100269,Computer Science,2025,81.6,Full-time,22,False
100270,Psychology,2026,81.7,Full-time,20,True
100271,Economics,2025,80.9,Full-time,19,False
100272,Psychology,2024,61.5,Full-time,21,True
100273,Economics,2024,80.9,Full-time,21,False
100274,Psychology,2024,56.1,Full-time,21,False
100275,Economics,2024,73.5,Full-time,18,False
100276,Biology,2025,79.3,Full-time,21,False
100277,Biology,2025,69.1,Full-time,19,True
100278,Biology,2025,56.4,Part-time,21,False
100279,Psychology,2024,35.0,Full-time,17,False
100280,Economics,2025,74.1,Full-time,21,False
100281,Psychology,2024,73.6,Part-time,31,True
100282,Biology,2026,53.0,Part-time,35,False
100283,Biology,2026,68.9,Full-time,17,False
100284,Biology,2024,63.5,Part-time,17,False
100285,Biology,2026,64.7,Full-time,18,False
100286,Economics,2025,72.1,Full-time,17,False
100287,Economics,2025,88.9,Full-time,17,False
100288,Psychology,2025,49.9,Part-time,22,True
100289,Psychology,2025,46.2,Full-time,20,False
100290,Biology,2026,65.4,Full-time,20,False
100291,Biology,2026,53.7,Full-time,21,False
100292,Computer Science,2025,66.2,Full-time,19,False
100293,Economics,2024,50.9,Full-time,19,False
100294,Psychology,2026,69.9,Full-time,20,False
100295,Biology,2026,73.3,Full-time,20,False
100296,Computer Science,2026,66.6,Full-time,18,True
100297,Economics,2024,59.1,Full-time,20,False
100298,Psychology,2025,71.1,Full-time,20,False
100299,Psychology,2025,64.9,Full-time,18,False
100300,Psychology,2026,64.5,Part-time,33,True
100301,Economics,2026,87.5,Full-time,19,True
100302,Computer Science,2026,84.9,Full-time,19,False
100303,Computer Science,2026,60.4,Full-time,19,True
100304,Psychology,2026,67.6,Full-time,17,True
100305,Biology,2024,50.5,Full-time,22,False
100306,Economics,2026,73.8,Full-time,19,True
100307,Psychology,2025,37.0,Full-time,21,True
100308,Economics,2026,65.9,Full-time,18,False
100309,Psychology,2026,54.2,Full-time,18,False
100310,Psychology,2025,80.4,Part-time,32,False
100311,Computer Science,2026,76.4,Full-time,22,False
100312,Biology,2026,98.9,Full-time,19,False
100313,Computer Science,2026,69.0,Full-time,19,False
100314,Computer Science,2024,82.4,Full-time,17,True
100315,Psychology,2026,63.3,Full-time,20,False
100316,Computer Science,2024,69.9,Full-time,20,False
100317,Biology,2024,80.8,Full-time,19,False
100318,Computer Science,2026,56.2,Full-time,20,False
100319,Economics,2026,76.0,Full-time,21,False
100320,Computer Science,2026,67.7,Full-time,21,True
100321,Economics,2025,70.3,Full-time,21,False
100322,Computer Science,2026,45.6,Full-time,22,True
100323,Economics,2026,75.8,Full-time,17,True
100324,Economics,2025,78.8,Full-time,17,True
100325,Computer Science,2026,56.7,Full-time,20,True
100326,Computer Science,2026,67.6,Part-time,28,False
100327,Economics,2025,84.3,Full-time,19,False
100328,Computer Science,2025,67.1,Full-time,20,False
100329,Biology,2025,78.6,Full-time,19,False
100330,Biology,2025,89.6,Full-time,21,False
100331,Computer Science,2024,62.8,Full-time,22,False
100332,Computer Science,2025,60.1,Part-time,23,False
100333,Biology,2025,68.7,Full-time,19,False
100334,Computer Science,2026,60.0,Full-time,17,False
100335,Psychology,2024,80.2,Full-time,18,False
100336,Computer Science,2025,70.9,Part-time,26,False
100337,Economics,2026,54.8,Full-time,21,False
100338,Economics,2026,66.3,Full-time,20,True
100339,Psychology,2024,62.1,Full-time,19,True
100340,Economics,2026,60.3,Full-time,20,False
100341,Biology,2024,69.4,Full-time,17,False
100342,Psychology,2024,76.3,Full-time,22,True
100343,Computer Science,2026,68.3,Part-time,27,False
100344,Biology,2025,66.3,Full-time,21,True
100345,Computer Science,2024,66.3,Full-time,18,False
100346,Biology,2024,77.9,Full-time,19,False
100347,Psychology,2024,60.1,Full-time,20,True
100348,Computer Science,2025,58.8,Full-time,20,False
100349,Psychology,2025,65.8,Full-time,20,False
100350,Computer Science,2026,81.4,Full-time,20,False
100351,Computer Science,2026,75.5,Full-time,21,True
100352,Economics,2025,60.1,Full-time,20,False
100353,Economics,2025,49.7,Full-time,21,False
100354,Psychology,2026,64.1,Full-time,17,False
100355,Biology,2025,68.7,Full-time,17,True
100356,Economics,2026,66.7,Full-time,19,False
100357,Computer Science,2026,66.8,Full-time,19,False
100358,Biology,2026,79.5,Full-time,22,False
100359,Biology,2024,53.1,Full-time,18,False
100360,Biology,2026,68.3,Full-time,20,False
100361,Computer Science,2026,49.4,Full-time,18,False
100362,Biology,2024,65.6,Full-time,20,False
100363,Psychology,2026,76.9,Full-time,17,False
100364,Psychology,2025,54.4,Full-time,19,False
100365,Computer Science,2026,73.5,Full-time,17,False
100366,Computer Science,2026,71.3,Full-time,17,True
100367,Computer Science,2025,90.1,Full-time,19,False
100368,Psychology,2026,73.8,Full-time,20,True
100369,Biology,2024,56.0,Full-time,21,True
100370,Psychology,2025,66.0,Full-time,21,False
100371,Biology,2025,61.8,Full-time,22,True
100372,Computer Science,2024,71.0,Full-time,19,True
100373,Biology,2026,72.9,Full-time,21,False
100374,Biology,2026,71.3,Full-time,19,False
100375,Psychology,2025,56.7,Full-time,23,False
100376,Biology,2025,74.0,Full-time,19,False
100377,Economics,2026,47.0,Full-time,21,False
100378,Economics,2024,65.1,Full-time,18,False
100379,Psychology,2024,68.8,Full-time,21,True
100380,Economics,2026,82.4,Full-time,21,False
100381,Computer Science,2024,60.6,Full-time,17,False
100382,Biology,2025,71.4,Full-time,20,False
100383,Biology,2025,79.2,Full-time,18,False
100384,Computer Science,2024,66.4,Part-time,30,False
100385,Biology,2026,76.7,Full-time,21,False
100386,Economics,2026,52.1,Part-time,30,True
100387,Computer Science,2026,55.4,Full-time,21,False
100388,Economics,2024,58.8,Full-time,21,False
100389,Psychology,2026,61.7,Full-time,19,True
100390,Economics,2024,79.5,Full-time,18,True
100391,Biology,2026,86.0,Full-time,17,False
100392,Psychology,2024,80.0,Full-time,21,False
100393,Economics,2026,86.2,Full-time,22,False
100394,Computer Science,2026,83.8,Full-time,19,False
100395,Computer Science,2026,53.3,Part-time,29,False
100396,Biology,2026,81.1,Full-time,18,True
100397,Biology,2024,54.9,Full-time,21,True
100398,Economics,2025,61.3,Full-time,20,False
100399,Computer Science,2026,69.5,Full-time,19,True
100400,Biology,2025,71.5,Full-time,17,False
100401,Computer Science,2024,53.8,Part-time,24,False
100402,Computer Science,2024,60.5,Full-time,19,True
100403,Biology,2026,50.7,Full-time,18,False
100404,Economics,2026,69.3,Part-time,28,False
100405,Psychology,2024,63.8,Full-time,23,False
100406,Biology,2025,58.8,Full-time,18,False
100407,Computer Science,2026,53.4,Full-time,21,False
100408,Computer Science,2026,66.9,Full-time,20,True
100409,Psychology,2026,58.2,Full-time,19,False
100410,Computer Science,2025,55.7,Full-time,18,False
100411,Economics,2025,68.9,Full-time,19,False
100412,Biology,2024,47.3,Part-time,24,True
100413,Biology,2025,58.4,Part-time,23,True
100414,Biology,2024,66.0,Full-time,21,False
100415,Economics,2025,55.8,Full-time,18,True
100416,Economics,2025,58.3,Full-time,20,False
100417,Biology,2025,69.4,Part-time,26,True
100418,Psychology,2026,69.1,Part-time,29,False
100419,Biology,2026,58.6,Part-time,24,False
100420,Economics,2025,61.6,Full-time,18,False
100421,Biology,2024,60.3,Full-time,20,False
100422,Computer Science,2024,76.8,Full-time,21,False
100423,Economics,2026,50.2,Full-time,18,True
100424,Economics,2024,62.0,Full-time,21,False
100425,Psychology,2026,86.1,Full-time,18,True
100426,Computer Science,2026,63.8,Full-time,18,True
100427,Biology,2024,69.9,Part-time,27,False
100428,Computer Science,2024,66.9,Part-time,29,False
100429,Computer Science,2025,63.8,Full-time,20,False
100430,Psychology,2026,76.4,Part-time,29,False
100431,Economics,2026,54.4,Part-time,18,True
100432,Computer Science,2024,43.2,Full-time,21,True
100433,Computer Science,2025,74.2,Full-time,19,True
100434,Psychology,2024,72.4,Full-time,17,True
100435,Biology,2024,70.4,Full-time,20,False
100436,Biology,2024,55.7,Full-time,19,False
100437,Psychology,2025,70.0,Part-time,28,True
100438,Biology,2025,77.3,Full-time,20,True
100439,Biology,2026,60.2,Full-time,18,True
100440,Economics,2026,49.7,Part-time,20,False
100441,Computer Science,2025,62.1,Full-time,17,False
100442,Economics,2026,69.2,Full-time,23,False
100443,Psychology,2024,83.6,Full-time,17,False
100444,Computer Science,2026,74.1,Part-time,31,False
100445,Computer Science,2024,76.8,Full-time,20,False
100446,Psychology,2026,57.0,Full-time,20,False
100447,Economics,2025,66.1,Full-time,19,False
100448,Economics,2024,59.7,Full-time,18,True
100449,Economics,2024,76.8,Full-time,21,False
100450,Biology,2025,61.6,Full-time,20,False
100451,Psychology,2025,57.4,Full-time,20,False
100452,Economics,2025,44.9,Part-time,32,False
100453,Biology,2026,73.1,Part-time,27,False
100454,Computer Science,2024,60.8,Full-time,18,False
100455,Psychology,2025,60.8,Full-time,18,False
100456,Economics,2026,90.2,Full-time,23,False
100457,Psychology,2026,74.9,Full-time,21,True
100458,Computer Science,2025,79.5,Full-time,18,True
100459,Biology,2026,68.5,Part-time,28,True
100460,Economics,2024,50.6,Full-time,18,False
100461,Economics,2025,72.1,Full-time,18,False
100462,Computer Science,2026,47.3,Full-time,18,False
100463,Computer Science,2025,76.0,Full-time,18,False
100464,Computer Science,2026,65.1,Full-time,20,True
100465,Economics,2024,74.6,Full-time,20,False
100466,Economics,2024,59.7,Part-time,23,True
100467,Computer Science,2026,61.5,Full-time,19,True
100468,Biology,2025,70.9,Full-time,20,False
100469,Computer Science,2026,59.7,Full-time,17,True
100470,Biology,2025,84.9,Full-time,19,False
100471,Economics,2026,66.7,Full-time,17,True
100472,Economics,2024,74.9,Part-time,18,False
100473,Computer Science,2024,62.9,Full-time,19,False
100474,Psychology,2024,62.6,Full-time,18,True
100475,Biology,2026,61.1,Full-time,17,False
100476,Biology,2026,66.6,Full-time,17,False
100477,Psychology,2026,47.9,Full-time,19,False
100478,Biology,2024,71.3,Full-time,20,False
100479,Computer Science,2024,79.8,Full-time,21,False
100480,Biology,2025,67.4,Full-time,18,False
100481,Economics,2024,43.1,Full-time,21,True
100482,Computer Science,2026,76.7,Full-time,18,False
100483,Psychology,2025,70.8,Full-time,17,False
100484,Computer Science,2026,56.8,Full-time,22,True
100485,Biology,2026,43.7,Full-time,20,False
100486,Biology,2024,50.8,Full-time,23,False
100487,Economics,2026,54.2,Full-time,17,True
100488,Computer Science,2025,52.9,Full-time,21,False
100489,Economics,2026,53.6,Part-time,28,True
100490,Economics,2026,70.5,Part-time,29,True
100491,Computer Science,2026,87.4,Full-time,21,False
100492,Biology,2025,48.8,Full-time,20,False
100493,Computer Science,2025,76.1,Full-time,19,True
100494,Computer Science,2025,57.8,Full-time,17,False
100495,Psychology,2025,84.7,Full-time,21,False
100496,Biology,2025,63.7,Full-time,17,False
100497,Economics,2025,71.5,Full-time,19,False
100498,Computer Science,2024,65.0,Part-time,24,False
100499,Biology,2026,49.7,Full-time,22,True
100500,Psychology,2026,86.3,Full-time,20,False
100501,Computer Science,2025,71.0,Full-time,19,True
100502,Economics,2024,66.8,Full-time,17,False
100503,Biology,2025,61.4,Part-time,28,False
100504,Biology,2026,55.3,Full-time,17,False
100505,Psychology,2024,79.1,Full-time,20,False
100506,Computer Science,2026,52.3,Full-time,19,False
100507,Psychology,2025,58.3,Full-time,17,False
100508,Economics,2024,57.3,Full-time,20,True
100509,Computer Science,2024,85.2,Full-time,18,True
100510,Computer Science,2025,65.1,Part-time,24,False
100511,Computer Science,2024,78.6,Full-time,20,False
100512,Biology,2024,65.6,Full-time,21,True
100513,Computer Science,2026,59.5,Full-time,19,True
100514,Economics,2026,68.9,Full-time,22,False
100515,Economics,2026,69.3,Full-time,18,True
100516,Psychology,2026,59.2,Full-time,20,False
100517,Psychology,2026,82.5,Full-time,22,False
100518,Computer Science,2024,62.1,Part-time,29,False
100519,Computer Science,2025,86.7,Full-time,20,True
100520,Psychology,2024,42.1,Full-time,18,True
100521,Biology,2025,60.3,Full-time,19,False
100522,Psychology,2025,50.3,Full-time,17,True
100523,Biology,2025,64.4,Full-time,21,False
100524,Computer Science,2024,67.6,Full-time,17,True
100525,Biology,2025,75.2,Full-time,20,False
100526,Biology,2024,71.5,Part-time,33,True
100527,Biology,2026,78.5,Full-time,19,False
100528,Economics,2025,76.3,Full-time,20,False
100529,Computer Science,2026,71.0,Full-time,19,False
100530,Economics,2026,65.9,Full-time,19,False
100531,Computer Science,2024,60.6,Full-time,21,False
100532,Computer Science,2026,83.8,Full-time,20,True
100533,Economics,2024,73.6,Full-time,20,True
100534,Biology,2024,71.1,Full-time,18,False
100535,Biology,2024,64.6,Full-time,23,False
100536,Computer Science,2025,72.3,Full-time,19,True
100537,Economics,2024,61.8,Full-time,23,True
100538,Computer Science,2025,99.0,Full-time,19,False
100539,Psychology,2026,71.1,Full-time,20,False
100540,Computer Science,2025,64.2,Full-time,19,False
100541,Psychology,2024,72.1,Full-time,20,True
100542,Biology,2025,73.7,Part-time,29,True
100543,Biology,2025,62.1,Full-time,19,False
100544,Computer Science,2024,64.1,Full-time,21,True
100545,Biology,2024,56.6,Part-time,24,False
100546,Economics,2026,54.1,Full-time,18,True
100547,Economics,2024,56.4,Part-time,19,True
100548,Psychology,2025,61.0,Full-time,17,False
100549,Economics,2025,61.0,Full-time,20,False
100550,Psychology,2026,56.9,Part-time,25,True
100551,Economics,2026,67.2,Full-time,21,True
100552,Computer Science,2026,70.8,Full-time,22,False
100553,Psychology,2026,77.2,Part-time,20,False
100554,Economics,2026,65.3,Full-time,21,False
100555,Computer Science,2026,80.4,Full-time,17,False
100556,Psychology,2025,56.3,Part-time,19,False
100557,Biology,2025,52.1,Full-time,23,False
100558,Computer Science,2025,61.8,Part-time,24,True
100559,Economics,2025,74.7,Full-time,21,True
100560,Computer Science,2025,56.8,Full-time,21,False
100561,Computer Science,2026,59.7,Full-time,21,False
100562,Psychology,2026,74.6,Part-time,20,True
100563,Computer Science,2026,80.3,Full-time,20,True
100564,Economics,2026,61.8,Full-time,19,False
100565,Economics,2024,81.1,Part-time,26,False
100566,Computer Science,2024,65.4,Full-time,20,False
100567,Biology,2026,75.7,Part-time,28,False
100568,Computer Science,2025,82.9,Full-time,19,True
100569,Economics,2025,80.2,Part-time,19,False
100570,Computer Science,2026,61.6,Full-time,21,False
100571,Economics,2024,63.6,Full-time,17,False
100572,Psychology,2025,57.8,Full-time,21,True
100573,Computer Science,2024,74.6,Full-time,20,False
100574,Psychology,2025,73.5,Full-time,20,False
100575,Computer Science,2024,77.9,Part-time,33,True
100576,Computer Science,2026,64.6,Full-time,20,False
100577,Biology,2026,44.7,Full-time,18,False
100578,Psychology,2024,54.5,Full-time,22,False
100579,Computer Science,2024,67.8,Full-time,19,True
100580,Biology,2025,77.9,Full-time,18,False
100581,Computer Science,2025,67.2,Full-time,20,True
100582,Psychology,2025,58.9,Full-time,19,False
100583,Economics,2024,65.0,Full-time,17,True
100584,Psychology,2025,57.0,Full-time,18,False
