student_id,programme,entry_cohort,entry_score,study_mode,age_at_entry,first_generation,registered_on
100664,Psychology,2024,44.1,Full-time,,False,2024-11-14
100327,Economics,2025,84.3,Full-time,19,False,2026-01-03
100109, Biology  ,2026,75.8,Full-time,21,False,2025-05-29
100649,Computer Science,2024,52.2,Part-time,27,False,"Jun 14, 2026"
101086,Economics,2025,48.3,Full-time,22,True,04/01/2026
100963,Computer Science,2026,72.2,Full-time,18,True,2025-07-09
100100,Computer Science,2025,62.1,Full-time,18,False,"May 03, 2025"
100735,Psychology,2026,,Part-time,27,False,2025-02-23
100205,Economics,2024,78.4,Full-time,24,True,2024-10-10
100856,Economics,2025,46.4,Full-time,18,True,06/06/2025
101059,Biology,2025,,Full-time,17,False,2025-10-26
100891, Psychology  ,2026,68.4,Full-time,17,False,2025-12-07
100612,Economics,2025,,Part-time,27,False,02/10/2025
100254,Economics,2024,71.5,Part-time,25,False,2026-02-02
100795,Psychology,2026,66.3,Full-time,20,False,2024-11-20
100767,Computer Science,2024,50.2,Full-time,22,False,2026-03-02
100972,Economics,2025,50.6,Full-time,20,False,07/02/2025
100464,Computer Science,2026,65.1,Full-time,20,True,2025-06-20
100264,Computer Science,2024,72.9,Full-time,21,,2026-01-03
100816,Computer Science,2025,57.9,Full-time,21,False,2025-08-06
100285,Biology,2026,,Full-time,18,,2026-02-19
100024,Computer Science,2025,51.2,Part-time,24,False,2024-10-09
100801,Psychology,2026,58.1,Full-time,20,True,2025-06-05
100229,Computer Science,2024,84.4,Part-time,20,False,2025-09-04
101102,Computer Science,2024,85.6,Full-time,20,False,05/10/2025
101022,Biology,2026,53.5,Part-time,25,False,12/07/2026
100380,Economics,2026,82.4,Full-time,21,False,"May 08, 2026"
100265,Psychology,2025,67.8,Full-time,18,False,2026-01-21
100124,Computer Science,2025,66.4,Full-time,20,True,2026-05-03
100634,Psychology,2026,75.5%,Full-time,20,True,2025-08-05
100779,Biology,2026,66.3,Full-time,17,False,03/02/2026
101075,Economics,2026,,Full-time,20,True,28/11/2024
100744,Economics,2024,72.4,Part-time,21,False,05/05/2025
100271,Economics,2025,80.9,Full-time,19,False,2024-09-29
100508,Economics,2024,57.3,Full-time,,True,2026-01-20
101179,Biology,2026,69.7,Full-time,23,True,10/05/2026
100656,Psychology,2026,58.0,Part-time,30,False,2026-06-15
100805,Economics,2024,57.8,Part-time,21,False,"Oct 20, 2024"
100071,Biology,2026,79.7,Part-time,31,False,2025-10-06
100958,Economics,2026,,Part-time,21,False,2024-12-28
100398,Economics,2025,61.3,Full-time,20,False,2025-05-29
100172,Biology,2024,53.8,Part-time,26,False,2026-05-16
100818,Computer Science,2026,54.9,Full-time,18,False,2025-02-08
100169,Psychology,2026,74.5,Full-time,18,True,2026-02-08
100468,Biology,2025,70.9,Full-time,20,False,2025-07-12
100307, Psychology  ,2025,37.0,Full-time,21,,30/07/2026
100633,Economics,2026,75.2,Full-time,20,False,2025-07-24
100126,Biology,2024,81.6,Full-time,19,False,2024-12-25
100362,Biology,2024,65.6,Full-time,20,,"Oct 21, 2024"
100284,Biology,2024,63.5,Part-time,17,False,10/05/2026
100165,computer science,2025,87.0,Full-time,0,False,01/05/2026
100771,Biology,2025,84.9,Full-time,,False,2025-05-24
100494,Computer Science,2025,57.8,Full-time,17,False,2025-07-30
100971,Biology,2025,47.8,Part-time,29,True,2024-11-06
100043,Biology,2024,70.0,Full-time,19,False,26/04/2025
100755,Computer Science,2026,63.9,Full-time,19,False,2024-09-22
100884,Economics,2025,54.4,Full-time,21,False,"Apr 17, 2025"
100359, Biology  ,2024,53.1,Full-time,18,False,2026-06-06
100133,Economics,2025,71.9,Full-time,18,True,"Nov 23, 2024"
100526,Biology,2024,71.5,Part-time,33,True,05/12/2024
100620,Computer Science,2024,92.2,Full-time,19,True,2024-10-27
100039,Economics,2025,49.1,Full-time,20,False,14/03/2026
100529,Computer Science,2026,71.0,Full-time,19,False,2025-04-01
100565,Economics,2024,81.1,Part-time,26,False,2026-06-24
100335,Psychology,2024,80.2,Full-time,18,,2026-05-07
101125,Biology,2026,,Full-time,20,False,2026-01-15
100378,Economics,2024,65.1,Full-time,18,False,2026-06-16
100882,Psychology,2025,58.6,Part-time,24,False,"Jul 25, 2026"
100734,Psychology,2025,54.3,Full-time,20,True,26/02/2025
100014,Economics,2025,70.9,Full-time,22,False,2025-11-04
100167,Economics,2026,61.7,Full-time,18,True,2026-01-28
101043, Biology  ,2025,,Full-time,20,True,20/07/2025
100225,Biology,2025,75.3,Full-time,22,False,2025-04-22
100564,Economics,2026,61.8,Full-time,19,False,06/12/2024
100692,Computer Science,2025,67.7,Full-time,20,False,"Jul 07, 2026"
100452,Economics,2025,44.9,Part-time,32,False,11/04/2025
100319,economics,2026,76.0,Full-time,21,False,2024-12-15
100914,Psychology,2024,60.9,Full-time,20,True,2025-01-23
100021,Biology,2025,71.1,Full-time,22,False,"Apr 30, 2025"
100867,Psychology,2024,69.8,Full-time,21,False,"Sep 26, 2024"
100072,Economics,2024,65.8%,Full-time,18,False,28/06/2025
100852,Computer Science,2025,76.2,Part-time,27,True,"May 07, 2026"
100651,Computer Science,2025,86.7,Full-time,18,True,2026-07-26
100061,Economics,2024,58.2,Full-time,20,False,13/05/2025
100352,economics,2025,60.1,Full-time,20,False,25/03/2026
100111,Economics,2026,65.1,Full-time,21,False,"Dec 21, 2025"
100005,Computer Science,2024,51.8,Part-time,30,False,2026-01-28
101134,Biology,2024,62.4,Full-time,21,False,2025-10-16
100579,Computer Science,2024,67.8,Full-time,19,True,2025-11-29
100514,Economics,2026,68.9,Full-time,22,False,2024-11-02
101199,Biology,2026,60.1,Part-time,33,False,01/06/2025
100326,Computer Science,2026,67.6,Part-time,28,False,2025-03-13
100290,Biology,2026,,Full-time,20,False,2024-12-06
101026,Biology,2024,78.1,Full-time,18,False,2025-09-17
100669,biology,2026,69.9,Full-time,17,False,20/06/2026
100778,Biology,2024,68.4,Full-time,20,True,2026-03-12
101063,Economics,2025,,Full-time,19,False,2026-07-26
100504,Biology,2026,55.3,Full-time,17,False,25/03/2025
101061,Biology,2024,36.7,Part-time,33,False,2026-04-01
100095,Biology,2024,67.9,Full-time,21,True,09/08/2025
100096,Economics,2024,,Full-time,21,True,2026-06-01
100961,Economics,2025,74.7,Full-time,18,False,2026-01-30
100499,Biology,2026,,Full-time,22,True,21/12/2024
100490,Economics,2026,,Part-time,29,True,17/02/2026
100509,Computer Science,2024,85.2,Full-time,18,True,25/06/2026
100898,Biology,2026,77.4,Full-time,20,False,15/03/2025
101080,Biology,2025,65.1,Full-time,19,False,08/04/2026
100723,Psychology,2026,56.3,Part-time,22,False,2025-12-18
100059,Psychology,2026,,Full-time,23,False,2026-05-28
100208, Psychology  ,2026,78.0,Full-time,18,True,"Jun 25, 2025"
100666,Economics,2024,74.9,Full-time,18,,2026-05-15
100954,Biology,2024,81.6,Full-time,22,False,2025-08-14
100510,Computer Science,2025,65.1,Part-time,24,False,18/04/2026
100025,Biology,2026,56.5,Part-time,22,False,06/05/2025
101035,Biology,2024,84.4,Full-time,22,False,"Mar 11, 2025"
100245,Biology,2025,73.0,Full-time,19,False,28/06/2025
100026,Computer Science,2026,68.5,Full-time,19,False,2025-07-18
100223,Biology,2025,48.3,Full-time,22,,30/11/2024
100821,Economics,2025,55.4,Full-time,22,True,2025-05-29
101013,Computer Science,2025,75.2,Full-time,21,False,04/10/2025
101071,Computer Science,2025,55.2,Part-time,26,True,2026-01-03
100131,Economics,2024,86.3,Full-time,21,True,"Sep 21, 2025"
100154, Biology  ,2025,53.1,Part-time,26,True,2026-03-03
100834,Computer Science,2024,99.0,Full-time,20,False,2025-12-23
100937,Economics,2026,65.9,Full-time,19,False,"Jan 31, 2026"
100889,Biology,2025,67.6,Full-time,18,False,23/02/2025
101014,Biology,2025,68.5,Full-time,22,,2026-07-03
100076,Psychology,2025,64.2,Full-time,17,False,23/03/2026
100907,Psychology,2026,61.4,Full-time,17,True,"Aug 06, 2026"
101056,Computer Science,2024,61.1,Full-time,21,False,2025-06-22
101121,psychology,2025,52.6,Full-time,20,False,2024-09-15
100309,Psychology,2026,54.2,Full-time,,False,"Jun 27, 2026"
100949,Biology,2026,88.7,Full-time,20,True,"Jul 13, 2026"
100519,Computer Science,2025,86.7,Full-time,20,True,2026-06-28
100200,Biology,2025,71.0,Full-time,17,False,13/07/2026
100831,Economics,2024,69.6,Full-time,21,True,21/01/2026
100135, Economics  ,2024,48.3,Full-time,19,False,04/03/2025
100732,Psychology,2025,68.6%,Full-time,20,False,"Oct 09, 2025"
100260,Computer Science,2025,72.9,Full-time,20,,2025-09-03
100757, Biology  ,2025,65.2,Full-time,21,True,2026-07-09
100004,Computer Science,2025,62.7%,Full-time,23,,"Aug 24, 2025"
100518,Computer Science,2024,62.1,Part-time,29,False,"Jun 24, 2025"
100505,Psychology,2024,79.1,Full-time,20,False,2025-10-01
100197,Biology,2024,58.3,Full-time,17,True,13/08/2026
100572,Psychology,2025,57.8,Full-time,21,True,2024-12-10
100570,Computer Science,2026,61.6,Full-time,21,False,2026-01-08
100027,computer science,2024,40.9,Full-time,22,True,2026-06-21
100340,Economics,2026,60.3,Full-time,20,False,2025-07-06
100906,Computer Science,2025,,Full-time,22,,2025-10-25
101115,Computer Science,2024,71.2,Full-time,20,False,2026-02-15
100306,Economics,2026,73.8,Full-time,19,True,29/06/2026
100062,Biology,2024,59.0,Full-time,19,False,"Jul 28, 2025"
101038,Biology,2025,61.2,Full-time,18,False,05/06/2025
101173,Psychology,2026,72.6,Full-time,20,False,2025-11-29
100722,Psychology,2024,73.2,Full-time,18,True,2025-12-03
100659,Biology,2024,59.2,Full-time,20,True,"Feb 03, 2025"
101099,Economics,2024,63.3,Full-time,21,False,2025-01-15
100748,Economics,2024,78.3,Part-time,26,True,"Jul 20, 2026"
100345,Computer Science,2024,,Full-time,18,False,2025-01-01
100730,Computer Science,2024,44.4%,Full-time,19,False,2024-11-06
100421,Biology,2024,60.3,Full-time,20,False,2026-05-24
100433,Computer Science,2025,74.2,Full-time,19,True,2025-05-14
100864, Biology  ,2025,70.8,Part-time,29,False,2026-04-26
100009,Computer Science,2026,67.4%,Full-time,21,False,01/12/2025
100786,Economics,2025,67.0,Full-time,20,False,2025-05-26
100587,Psychology,2025,35.0,Part-time,22,False,20/02/2025
101029,Biology,2025,76.1,Full-time,22,False,2025-08-21
100460,Economics,2024,50.6,Full-time,18,False,2025-02-02
100636,Computer Science,2024,56.3,Part-time,25,False,2024-10-09
100793,Biology,2025,,Full-time,20,False,2025-11-24
100447,Economics,2025,66.1,Full-time,,,2026-01-16
100075,Economics,2025,65.6,Full-time,21,False,2026-06-15
100678,Economics,2024,78.5,Full-time,18,True,2025-08-08
100058,Computer Science,2025,63.8,Part-time,28,False,14/04/2026
101107,Psychology,2025,76.1,Full-time,19,False,12/10/2025
100942,Psychology,2025,54.6,Full-time,19,False,"Oct 26, 2024"
100298,Psychology,2025,71.1,Full-time,20,False,"Sep 15, 2024"
101150,Computer Science,2025,74.5,Full-time,21,True,2025-04-10
100218,Computer Science,2025,72.9,Part-time,31,True,30/04/2025
101020,biology,2026,60.7,Full-time,20,True,2026-03-24
100938,Computer Science,2025,,Full-time,17,False,2025-03-04
100957,Psychology,2026,48.9,Full-time,20,True,07/11/2024
100588,Biology,2025,59.5%,Part-time,34,False,2025-07-19
100661, Computer Science  ,2026,73.2,Full-time,21,False,15/09/2024
100737,Psychology,2024,62.8,Part-time,29,False,2025-06-23
100416,Economics,2025,58.3,Full-time,20,False,08/07/2025
100761,Economics,2024,64.2,Full-time,19,False,2026-05-19
101189,Biology,2025,60.5,Full-time,21,False,2025-03-27
100624,Biology,2024,65.8,Full-time,20,False,16/12/2025
100267,Computer Science,2025,,Full-time,22,True,2026-04-14
100007,Computer Science,2026,69.5,Full-time,20,True,2025-08-27
100390,Economics,2024,79.5,Full-time,18,True,18/05/2025
100479,Computer Science,2024,,Full-time,21,,2026-07-22
100618, Psychology  ,2024,46.8,Full-time,18,False,2026-05-25
100139,Computer Science,2024,53.5,Full-time,22,True,16/03/2025
100164,Computer Science,2026,69.9,Full-time,19,False,2025-11-11
100837, economics  ,2025,61.1%,Full-time,21,False,31/03/2026
100922,economics,2025,58.3,Full-time,18,False,2025-12-14
101058,Biology,2026,59.7,Full-time,19,False,11/05/2025
100044,Economics,2026,56.0,Part-time,30,True,07/10/2024
101151,Psychology,2024,51.5,Full-time,21,False,2025-08-14
100820,Biology,2025,71.5,Full-time,18,False,2026-06-20
100320, Computer Science  ,2026,67.7,Full-time,,True,2025-12-13
100774,Psychology,2026,74.1,Full-time,19,False,02/04/2025
100769,Computer Science,2026,61.3,Full-time,17,True,2024-12-18
100458,Computer Science,2025,79.5,Full-time,18,True,"Jul 07, 2025"
100295,Biology,2026,73.3,Full-time,20,False,2025-09-28
100784,Psychology,2024,80.3,Full-time,20,False,2025-06-23
100129,Computer Science,2024,71.5,Full-time,18,False,2026-02-02
100883,Economics,2026,74.8,Full-time,23,True,2026-03-20
100456,Economics,2026,90.2,Full-time,23,False,2026-07-06
100020,Computer Science,2026,77.1,Full-time,19,True,"Aug 12, 2025"
100832,Economics,2025,62.9,Full-time,20,False,04/07/2025
100475,Biology,2026,61.1,Full-time,17,False,"Apr 23, 2025"
100966,Computer Science,2024,60.8,Full-time,21,False,20/07/2026
100838,Psychology,2025,62.4,Full-time,23,True,"Feb 11, 2025"
101041,Psychology,2024,78.0,Full-time,19,False,2025-10-30
101078,Psychology,2025,69.3,Part-time,21,True,"Apr 02, 2026"
100432,Computer Science,2024,43.2,Full-time,21,True,2025-09-28
100138,Computer Science,2025,47.0,Full-time,22,,2025-09-14
100501,Computer Science,2025,71.0,Full-time,19,True,"Dec 24, 2025"
100186, Psychology  ,2026,69.6,Full-time,20,True,18/05/2026
100935,biology,2025,69.0,Full-time,22,False,03/08/2025
100652, Economics  ,2026,65.8%,Full-time,20,,2025-09-20
101142,Computer Science,2026,64.9,Part-time,23,True,"Feb 05, 2025"
100738,Computer Science,2026,69.7,Full-time,20,False,2024-10-16
101132,Economics,2026,61.3,Full-time,19,False,"Oct 16, 2025"
100619,Psychology,2025,72.6,Full-time,18,False,2026-06-01
100328,Computer Science,2025,67.1,Full-time,20,False,09/04/2026
100318,Computer Science,2026,56.2,Full-time,20,False,2025-01-03
101187,Psychology,2025,67.5,Full-time,23,False,23/04/2026
100686,Economics,2025,76.9,Full-time,21,False,"Jun 07, 2026"
101123,psychology,2024,58.7,Part-time,30,True,21/10/2025
100892,Biology,2026,84.6%,Full-time,19,False,"Jan 26, 2025"
101176,economics,2024,58.5,Full-time,22,False,2025-06-07
100970,Economics,2025,59.9,Full-time,22,False,2025-07-16
100925,Economics,2025,58.0,Full-time,24,False,"Jul 18, 2026"
100759,Economics,2025,67.3,Full-time,19,False,2025-05-30
100149,Economics,2024,68.3,Full-time,21,True,2026-05-31
100573,Computer Science,2024,74.6,Full-time,20,False,29/04/2026
100930,Economics,2024,44.0,Full-time,22,True,2024-10-08
100740,Computer Science,2026,86.3,Full-time,,False,2026-08-07
100953,psychology,2025,72.0,Full-time,22,False,2025-07-13
100366,Computer Science,2026,71.3,Full-time,17,True,2026-04-13
100446,Psychology,2026,57.0,Full-time,20,False,2024-09-18
100408,Computer Science,2026,66.9,Full-time,20,True,2025-06-16
100794,Economics,2025,70.2%,Part-time,24,True,2026-04-03
100789,Biology,2026,64.3,Full-time,20,True,"Jun 23, 2026"
100921,Economics,2024,55.2,Full-time,21,False,11/12/2024
100472,Economics,2024,74.9,Part-time,18,False,23/11/2025
100233,Biology,2025,60.1,Full-time,19,False,2025-03-27
100400,Biology,2025,71.5,Full-time,17,False,2026-07-02
100592,Biology,2026,74.7,Full-time,20,False,2026-01-12
100448,Economics,2024,59.7,Full-time,18,True,2025-10-07
100159,Economics,2024,70.5,Full-time,19,True,2025-10-03
100316,Computer Science,2024,69.9,Full-time,20,False,06/06/2026
100257,Computer Science,2025,67.6,Part-time,20,False,2025-01-23
100739,Economics,2026,56.8,Part-time,27,False,12/03/2025
100097,Computer Science,2024,73.8,Full-time,24,True,"Nov 14, 2024"
101166,Computer Science,2024,57.6,Full-time,19,False,2025-05-09
100841,Economics,2025,59.4,Full-time,18,False,2025-02-26
100385,Biology,2026,76.7,Full-time,21,False,23/12/2024
100611,Computer Science,2024,49.5,Full-time,19,True,15/12/2024
100178,Economics,2026,62.8,Full-time,21,False,2025-03-30
100329,Biology,2025,78.6,Full-time,19,False,"Feb 07, 2026"
100315,Psychology,2026,63.3,Full-time,20,False,"Sep 09, 2025"
100358,Biology,2026,79.5,Full-time,22,False,2025-02-23
100348,Computer Science,2025,58.8,Full-time,20,False,"Mar 08, 2025"
100902,Computer Science,2024,,Full-time,19,False,2025-07-23
100299,Psychology,2025,64.9,Full-time,18,False,2026-06-29
100749,Psychology,2026,66.5,Part-time,24,False,2026-05-27
101144,Computer Science,2024,74.3,Full-time,19,False,2025-11-18
100762,Biology,2024,78.5,Full-time,17,False,03/12/2024
100682,computer science,2024,61.3,Full-time,22,False,2025-11-26
101154,Computer Science,2026,77.9,Part-time,17,True,"Jan 07, 2025"
100799,Psychology,2026,,Part-time,31,False,2025-10-01
100250,Psychology,2026,73.5,Full-time,19,True,19/06/2025
100900,Computer Science,2024,73.8,Full-time,19,False,2025-05-20
100016,Economics,2025,48.9,Full-time,18,False,2026-03-19
100160,Psychology,2024,68.6,Full-time,,False,25/06/2025
100705,Economics,2025,69.3,Full-time,20,False,2025-05-24
100873,Computer Science,2026,76.5,Full-time,17,False,"Jul 09, 2025"
100361,Computer Science,2026,49.4,Full-time,18,False,14/06/2026
100049,Computer Science,2025,72.2,Full-time,20,False,"Mar 01, 2025"
100489,Economics,2026,53.6,Part-time,,True,10/07/2026
100331,Computer Science,2024,62.8,Full-time,22,False,2024-12-17
100569,Economics,2025,80.2,Part-time,19,False,2025-05-11
100916,computer science,2026,51.2,Full-time,20,False,"Jan 26, 2025"
100113,computer science,2026,85.3,Full-time,20,False,2026-07-20
100339,Psychology,2024,62.1,Full-time,19,True,2025-11-29
100308,Economics,2026,65.9,Full-time,18,False,2026-03-21
100535,Biology,2024,64.6,Full-time,23,False,"Mar 14, 2025"
100423,Economics,2026,50.2,Full-time,18,True,2026-04-12
101006,economics,2026,54.5,Part-time,31,True,2025-07-12
101118,Computer Science,2025,51.2,Full-time,22,False,2026-05-03
100485,biology,2026,43.7,Full-time,20,False,2025-12-11
101167,Computer Science,2024,69.9,Full-time,19,False,"May 14, 2026"
100825,Psychology,2025,63.0,Full-time,19,True,2025-07-29
101138,Computer Science,2026,62.6,Full-time,22,False,2025-12-18
